Trip_ID,Trip_Start_Time,day_type,holiday_type,trip_direction,Route,Stamp,Origin,Destination,Distance_km,Boarding,Alighting
1,2024-08-12 14:24:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 13:38:40,Kollupitiya,Senbreejat,2.4,0,0
1,2024-08-12 14:24:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 13:46:40,Senbreejat,Borella,2.0,0,0
1,2024-08-12 14:24:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 13:53:20,Borella,rajagiriya,1.7,0,0
1,2024-08-12 14:24:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 13:59:00,rajagiriya,Athukotte,1.7,0,0
1,2024-08-12 14:24:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 14:04:40,Athukotte,Battaramulla,1.2,0,0
1,2024-08-12 14:24:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 14:08:40,Battaramulla,Koswatta,1.5,0,0
1,2024-08-12 14:24:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 14:13:40,Koswatta,Malabe,3.1,0,0
1,2024-08-12 14:24:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 14:24:00,Malabe,Pittugala,2.3,2,0
1,2024-08-12 14:24:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 14:28:00,Pittugala,Kothalawala,1.8,4,0
1,2024-08-12 14:24:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 14:32:00,Kothalawala,Kaduwela,1.7,1,0
1,2024-08-12 14:24:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 14:37:40,Kaduwela,,0.0,0,7
2,2024-08-12 15:25:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 15:25:00,Kaduwela,Kothalawala,1.7,18,0
2,2024-08-12 15:25:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 15:30:00,Kothalawala,Pittugala,1.8,8,3
2,2024-08-12 15:25:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 15:40:00,Pittugala,Malabe,2.3,2,11
2,2024-08-12 15:25:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 15:46:00,Malabe,Koswatta,3.1,2,5
2,2024-08-12 15:25:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 15:49:00,Koswatta,Battaramulla,1.5,1,2
2,2024-08-12 15:25:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 15:53:33,Battaramulla,Athukotte,1.2,0,3
2,2024-08-12 15:25:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 16:00:00,Athukotte,rajagiriya,1.7,7,1
2,2024-08-12 15:25:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 16:04:00,rajagiriya,Borella,1.7,15,2
2,2024-08-12 15:25:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 16:13:00,Borella,Senbreejat,2.0,11,4
2,2024-08-12 15:25:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 16:19:00,Senbreejat,Kollupitiya,2.4,16,0
2,2024-08-12 15:25:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 16:27:00,Kollupitiya,,0.0,0,45
3,2024-08-12 16:44:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 16:44:00,Kollupitiya,Senbreejat,2.4,47,0
3,2024-08-12 16:44:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 16:59:00,Senbreejat,Borella,2.0,27,4
3,2024-08-12 16:44:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 17:07:00,Borella,rajagiriya,1.7,11,8
3,2024-08-12 16:44:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 17:21:00,rajagiriya,Athukotte,1.7,12,20
3,2024-08-12 16:44:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 17:23:13,Athukotte,Battaramulla,1.2,0,2
3,2024-08-12 16:44:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 17:26:00,Battaramulla,Koswatta,1.5,20,7
3,2024-08-12 16:44:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 17:37:00,Koswatta,Malabe,3.1,12,7
3,2024-08-12 16:44:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 17:51:00,Malabe,Pittugala,2.3,11,17
3,2024-08-12 16:44:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 17:56:00,Pittugala,Kothalawala,1.8,1,22
3,2024-08-12 16:44:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 18:02:00,Kothalawala,Kaduwela,1.7,0,21
3,2024-08-12 16:44:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-12 18:07:40,Kaduwela,,0.0,0,33
4,2024-08-12 18:28:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 18:28:00,Kaduwela,Kothalawala,1.7,12,0
4,2024-08-12 18:28:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 18:33:00,Kothalawala,Pittugala,1.8,9,0
4,2024-08-12 18:28:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 18:40:40,Pittugala,Malabe,2.3,0,1
4,2024-08-12 18:28:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 18:51:00,Malabe,Koswatta,3.1,1,12
4,2024-08-12 18:28:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 19:01:20,Koswatta,Battaramulla,1.5,0,9
4,2024-08-12 18:28:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 19:06:20,Battaramulla,Athukotte,1.2,0,0
4,2024-08-12 18:28:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 19:10:20,Athukotte,rajagiriya,1.7,0,0
4,2024-08-12 18:28:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 19:16:00,rajagiriya,Borella,1.7,0,0
4,2024-08-12 18:28:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 19:21:40,Borella,Senbreejat,2.0,0,0
4,2024-08-12 18:28:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 19:28:20,Senbreejat,Kollupitiya,2.4,0,0
4,2024-08-12 18:28:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-12 19:36:20,Kollupitiya,,0.0,0,0
5,2024-08-13 05:45:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 06:02:00,Kaduwela,Kothalawala,1.7,46,47
5,2024-08-13 05:45:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 06:07:00,Kothalawala,Pittugala,1.8,35,29
5,2024-08-13 05:45:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 06:07:15,Pittugala,Malabe,2.3,23,25
5,2024-08-13 05:45:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 06:07:30,Malabe,Koswatta,3.1,90,12
5,2024-08-13 05:45:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 06:07:45,Koswatta,Battaramulla,1.5,18,9
5,2024-08-13 05:45:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 07:13:00,Battaramulla,Athukotte,1.2,10,39
5,2024-08-13 05:45:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 07:13:15,Athukotte,rajagiriya,1.7,2,3
5,2024-08-13 05:45:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 07:13:30,rajagiriya,Borella,1.7,19,12
5,2024-08-13 05:45:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 07:13:45,Borella,Senbreejat,2.0,4,13
5,2024-08-13 05:45:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 07:14:00,Senbreejat,Kollupitiya,2.4,6,14
5,2024-08-13 05:45:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 07:14:15,Kollupitiya,,0.0,0,17
6,2024-08-13 09:53:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 09:38:20,Kollupitiya,Senbreejat,2.4,0,0
6,2024-08-13 09:53:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 09:46:20,Senbreejat,Borella,2.0,0,0
6,2024-08-13 09:53:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 09:53:00,Borella,rajagiriya,1.7,2,0
6,2024-08-13 09:53:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 10:01:00,rajagiriya,Athukotte,1.7,2,1
6,2024-08-13 09:53:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 10:06:40,Athukotte,Battaramulla,1.2,0,0
6,2024-08-13 09:53:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 10:10:40,Battaramulla,Koswatta,1.5,0,3
6,2024-08-13 09:53:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 10:15:40,Koswatta,Malabe,3.1,0,0
6,2024-08-13 09:53:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 10:26:00,Malabe,Pittugala,2.3,0,0
6,2024-08-13 09:53:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 10:33:40,Pittugala,Kothalawala,1.8,0,0
6,2024-08-13 09:53:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 10:39:40,Kothalawala,Kaduwela,1.7,0,0
6,2024-08-13 09:53:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 10:45:20,Kaduwela,,0.0,0,0
7,2024-08-13 14:22:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 13:36:40,Kollupitiya,Senbreejat,2.4,0,0
7,2024-08-13 14:22:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 13:44:40,Senbreejat,Borella,2.0,0,0
7,2024-08-13 14:22:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 13:51:20,Borella,rajagiriya,1.7,0,0
7,2024-08-13 14:22:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 13:57:00,rajagiriya,Athukotte,1.7,0,0
7,2024-08-13 14:22:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 14:02:40,Athukotte,Battaramulla,1.2,0,0
7,2024-08-13 14:22:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 14:06:40,Battaramulla,Koswatta,1.5,0,0
7,2024-08-13 14:22:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 14:11:40,Koswatta,Malabe,3.1,0,0
7,2024-08-13 14:22:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 14:22:00,Malabe,Pittugala,2.3,12,0
7,2024-08-13 14:22:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 14:29:00,Pittugala,Kothalawala,1.8,2,1
7,2024-08-13 14:22:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 14:32:00,Kothalawala,Kaduwela,1.7,2,8
7,2024-08-13 14:22:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 14:37:40,Kaduwela,,0.0,0,7
8,2024-08-13 15:23:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 15:23:00,Kaduwela,Kothalawala,1.7,8,0
8,2024-08-13 15:23:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 15:25:00,Kothalawala,Pittugala,1.8,23,0
8,2024-08-13 15:23:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 15:37:00,Pittugala,Malabe,2.3,15,7
8,2024-08-13 15:23:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 15:44:00,Malabe,Koswatta,3.1,1,18
8,2024-08-13 15:23:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 15:49:33,Koswatta,Battaramulla,1.5,0,8
8,2024-08-13 15:23:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 15:54:00,Battaramulla,Athukotte,1.2,1,4
8,2024-08-13 15:23:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 16:02:00,Athukotte,rajagiriya,1.7,6,1
8,2024-08-13 15:23:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 16:21:00,rajagiriya,Borella,1.7,11,6
8,2024-08-13 15:23:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 16:28:00,Borella,Senbreejat,2.0,10,3
8,2024-08-13 15:23:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 16:32:00,Senbreejat,Kollupitiya,2.4,30,2
8,2024-08-13 15:23:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 16:40:00,Kollupitiya,,0.0,0,55
9,2024-08-13 16:45:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 16:45:00,Kollupitiya,Senbreejat,2.4,42,0
9,2024-08-13 16:45:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 16:55:16,Senbreejat,Borella,2.0,0,6
9,2024-08-13 16:45:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 17:04:00,Borella,rajagiriya,1.7,3,2
9,2024-08-13 16:45:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 17:10:00,rajagiriya,Athukotte,1.7,12,6
9,2024-08-13 16:45:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 17:16:00,Athukotte,Battaramulla,1.2,4,3
9,2024-08-13 16:45:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 17:17:00,Battaramulla,Koswatta,1.5,23,3
9,2024-08-13 16:45:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 17:24:00,Koswatta,Malabe,3.1,4,5
9,2024-08-13 16:45:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 17:36:00,Malabe,Pittugala,2.3,5,20
9,2024-08-13 16:45:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 17:47:00,Pittugala,Kothalawala,1.8,8,8
9,2024-08-13 16:45:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 17:50:00,Kothalawala,Kaduwela,1.7,7,17
9,2024-08-13 16:45:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-13 17:55:40,Kaduwela,,0.0,0,38
10,2024-08-13 18:16:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 18:16:00,Kaduwela,Kothalawala,1.7,12,0
10,2024-08-13 18:16:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 18:21:00,Kothalawala,Pittugala,1.8,6,0
10,2024-08-13 18:16:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 18:27:00,Pittugala,Malabe,2.3,0,2
10,2024-08-13 18:16:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 18:34:40,Malabe,Koswatta,3.1,0,10
10,2024-08-13 18:16:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 18:45:00,Koswatta,Battaramulla,1.5,0,6
10,2024-08-13 18:16:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 18:50:00,Battaramulla,Athukotte,1.2,0,0
10,2024-08-13 18:16:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 18:54:00,Athukotte,rajagiriya,1.7,0,0
10,2024-08-13 18:16:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 18:59:40,rajagiriya,Borella,1.7,0,0
10,2024-08-13 18:16:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 19:05:20,Borella,Senbreejat,2.0,0,0
10,2024-08-13 18:16:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 19:12:00,Senbreejat,Kollupitiya,2.4,0,0
10,2024-08-13 18:16:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-13 19:20:00,Kollupitiya,,0.0,0,0
11,2024-08-14 06:14:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 06:14:00,Kaduwela,Kothalawala,1.7,29,17
11,2024-08-14 06:14:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 06:15:00,Kothalawala,Pittugala,1.8,51,18
11,2024-08-14 06:14:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 06:19:00,Pittugala,Malabe,2.3,22,16
11,2024-08-14 06:14:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 06:26:00,Malabe,Koswatta,3.1,57,24
11,2024-08-14 06:14:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 06:30:00,Koswatta,Battaramulla,1.5,15,13
11,2024-08-14 06:14:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 07:24:00,Battaramulla,Athukotte,1.2,5,29
11,2024-08-14 06:14:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 07:24:15,Athukotte,rajagiriya,1.7,4,3
11,2024-08-14 06:14:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 07:24:30,rajagiriya,Borella,1.7,2,24
11,2024-08-14 06:14:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 07:24:45,Borella,Senbreejat,2.0,7,10
11,2024-08-14 06:14:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 07:25:00,Senbreejat,Kollupitiya,2.4,3,7
11,2024-08-14 06:14:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 07:25:15,Kollupitiya,,0.0,0,9
12,2024-08-14 10:18:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 10:03:20,Kollupitiya,Senbreejat,2.4,0,0
12,2024-08-14 10:18:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 10:11:20,Senbreejat,Borella,2.0,0,0
12,2024-08-14 10:18:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 10:18:00,Borella,rajagiriya,1.7,1,0
12,2024-08-14 10:18:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 10:20:42,rajagiriya,Athukotte,1.7,0,0
12,2024-08-14 10:18:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 10:22:36,Athukotte,Battaramulla,1.2,0,0
12,2024-08-14 10:18:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 10:25:00,Battaramulla,Koswatta,1.5,3,1
12,2024-08-14 10:18:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 10:30:00,Koswatta,Malabe,3.1,0,1
12,2024-08-14 10:18:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 10:40:20,Malabe,Pittugala,2.3,0,2
12,2024-08-14 10:18:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 10:48:00,Pittugala,Kothalawala,1.8,0,0
12,2024-08-14 10:18:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 10:54:00,Kothalawala,Kaduwela,1.7,0,0
12,2024-08-14 10:18:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 10:59:40,Kaduwela,,0.0,0,0
13,2024-08-14 12:39:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 12:04:20,Kaduwela,Kothalawala,1.7,0,0
13,2024-08-14 12:39:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 12:10:00,Kothalawala,Pittugala,1.8,0,0
13,2024-08-14 12:39:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 12:16:00,Pittugala,Malabe,2.3,0,0
13,2024-08-14 12:39:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 12:23:40,Malabe,Koswatta,3.1,0,0
13,2024-08-14 12:39:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 12:34:00,Koswatta,Battaramulla,1.5,0,0
13,2024-08-14 12:39:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 12:39:00,Battaramulla,Athukotte,1.2,3,0
13,2024-08-14 12:39:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 12:43:00,Athukotte,rajagiriya,1.7,7,0
13,2024-08-14 12:39:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 12:47:00,rajagiriya,Borella,1.7,3,3
13,2024-08-14 12:39:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 12:52:40,Borella,Senbreejat,2.0,0,10
13,2024-08-14 12:39:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 12:59:20,Senbreejat,Kollupitiya,2.4,0,0
13,2024-08-14 12:39:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 13:07:20,Kollupitiya,,0.0,0,0
14,2024-08-14 15:38:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 15:38:00,Kaduwela,Kothalawala,1.7,8,0
14,2024-08-14 15:38:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 15:41:00,Kothalawala,Pittugala,1.8,34,1
14,2024-08-14 15:38:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 15:50:00,Pittugala,Malabe,2.3,28,7
14,2024-08-14 15:38:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 15:57:00,Malabe,Koswatta,3.1,3,24
14,2024-08-14 15:38:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 16:06:00,Koswatta,Battaramulla,1.5,2,22
14,2024-08-14 15:38:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 16:12:00,Battaramulla,Athukotte,1.2,4,8
14,2024-08-14 15:38:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 16:18:00,Athukotte,rajagiriya,1.7,2,2
14,2024-08-14 15:38:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 16:23:00,rajagiriya,Borella,1.7,1,6
14,2024-08-14 15:38:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 16:32:00,Borella,Senbreejat,2.0,1,6
14,2024-08-14 15:38:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 16:34:00,Senbreejat,Kollupitiya,2.4,4,3
14,2024-08-14 15:38:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 16:42:00,Kollupitiya,,0.0,0,8
15,2024-08-14 17:04:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 17:04:00,Kollupitiya,Senbreejat,2.4,24,0
15,2024-08-14 17:04:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 17:11:00,Senbreejat,Borella,2.0,23,3
15,2024-08-14 17:04:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 17:24:00,Borella,rajagiriya,1.7,19,1
15,2024-08-14 17:04:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 17:38:00,rajagiriya,Athukotte,1.7,7,19
15,2024-08-14 17:04:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 17:43:00,Athukotte,Battaramulla,1.2,1,2
15,2024-08-14 17:04:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 17:45:00,Battaramulla,Koswatta,1.5,10,4
15,2024-08-14 17:04:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 17:53:00,Koswatta,Malabe,3.1,6,6
15,2024-08-14 17:04:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 18:06:00,Malabe,Pittugala,2.3,14,21
15,2024-08-14 17:04:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 18:19:00,Pittugala,Kothalawala,1.8,3,6
15,2024-08-14 17:04:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 18:25:00,Kothalawala,Kaduwela,1.7,0,13
15,2024-08-14 17:04:00,weekday,none,1,177 - Kollupitiya - Kaduwela,2024-08-14 18:30:40,Kaduwela,,0.0,0,32
16,2024-08-14 18:41:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 18:41:00,Kaduwela,Kothalawala,1.7,37,0
16,2024-08-14 18:41:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 18:54:00,Kothalawala,Pittugala,1.8,7,6
16,2024-08-14 18:41:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 19:02:00,Pittugala,Malabe,2.3,12,15
16,2024-08-14 18:41:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 19:11:00,Malabe,Koswatta,3.1,1,14
16,2024-08-14 18:41:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 19:21:20,Koswatta,Battaramulla,1.5,0,20
16,2024-08-14 18:41:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 19:26:20,Battaramulla,Athukotte,1.2,0,2
16,2024-08-14 18:41:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 19:30:20,Athukotte,rajagiriya,1.7,0,0
16,2024-08-14 18:41:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 19:36:00,rajagiriya,Borella,1.7,0,0
16,2024-08-14 18:41:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 19:41:40,Borella,Senbreejat,2.0,0,0
16,2024-08-14 18:41:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 19:48:20,Senbreejat,Kollupitiya,2.4,0,0
16,2024-08-14 18:41:00,weekday,none,0,177 - Kaduwela - Kollupitiya,2024-08-14 19:56:20,Kollupitiya,,0.0,0,0
17,2024-08-17 06:18:00,weekend,none,0,177 - Kaduwela - Kollupitiya,2024-08-17 07:24:00,Kaduwela,Kothalawala,1.7,8,19
17,2024-08-17 06:18:00,weekend,none,0,177 - Kaduwela - Kollupitiya,2024-08-17 07:27:00,Kothalawala,Pittugala,1.8,27,3
17,2024-08-17 06:18:00,weekend,none,0,177 - Kaduwela - Kollupitiya,2024-08-17 07:27:15,Pittugala,Malabe,2.3,16,3
17,2024-08-17 06:18:00,weekend,none,0,177 - Kaduwela - Kollupitiya,2024-08-17 07:27:30,Malabe,Koswatta,3.1,13,7
17,2024-08-17 06:18:00,weekend,none,0,177 - Kaduwela - Kollupitiya,2024-08-17 07:27:45,Koswatta,Battaramulla,1.5,10,14
17,2024-08-17 06:18:00,weekend,none,0,177 - Kaduwela - Kollupitiya,2024-08-17 07:28:00,Battaramulla,Athukotte,1.2,3,6
17,2024-08-17 06:18:00,weekend,none,0,177 - Kaduwela - Kollupitiya,2024-08-17 07:28:15,Athukotte,rajagiriya,1.7,3,0
17,2024-08-17 06:18:00,weekend,none,0,177 - Kaduwela - Kollupitiya,2024-08-17 08:07:00,rajagiriya,Borella,1.7,10,13
17,2024-08-17 06:18:00,weekend,none,0,177 - Kaduwela - Kollupitiya,2024-08-17 08:07:15,Borella,Senbreejat,2.0,1,9
17,2024-08-17 06:18:00,weekend,none,0,177 - Kaduwela - Kollupitiya,2024-08-17 08:20:00,Senbreejat,Kollupitiya,2.4,4,2
17,2024-08-17 06:18:00,weekend,none,0,177 - Kaduwela - Kollupitiya,2024-08-17 08:28:00,Kollupitiya,,0.0,0,19
